experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
2-6 yrs,1-2 years of experience in developing/operating large scale cloud based distributed applications;If you ...,SRE Engineer,,"SRE Engineer, System Administration, Linux, Windows, Solaris, Python, Perl,...","Bengaluru, Kochi, Trivandrum",1305,10.015
2-5 yrs,,ACN  -  Digital  -  Analytics  -  FS Analytics  -  9,Analytics,"SQL, Python, Data management, Machine learning, Account management...",Gurgaon,190,7.640000000000005
5-10 yrs,10 to 16 years experience in Global Shared Services;  Qualification:   MBA / Graduate / CA ...,"Hiring for ""finance & Accounts - Assistant General Manager",,"Accounting, Finance, General Management, Accounts Payable...",Pune,4893,16.529999999999998
0-3 yrs,"* Possess good communication skills, both oral and written;* Possess good analytical skills - detail ...",Hirng Be/btech Freshers for Leading Software Company 4 IT Analyst,,"security operations, operational support, IT, it helpdesk...",Bengaluru,3616,8.665000000000001
8-13 yrs,"Program Manager, you will champion identifying and implementing customer service strategies that make ...",AVP - Senior Program Manager - Business Analytics/customer Experience,Analytics,"Statistical Software, Customer Service Management, Operations, Excel, SAS...",Bengaluru,3847,18.66999999999999
12-16 yrs,"- Should you be having hands-on sales experience in South and Western regions of India, we are keen you ...",Head Sales & Marketing,,"Marketing, Sales, Strategy, Operations Management, Solar, Top Management...",Hyderabad,3109,27.700000000000003
2-5 yrs,They should also have hands-on experience of using many software/tools such as:;- Build the ...,Data Specialist - Consulting Firm,,"C++, Data Structures, Java, Python, SCALA, SQL, Spark, Cassandra, NoSQL...",Mumbai,1969,12.629999999999999
4-9 yrs,Having 8+ years of demonstrable experience in Credit Risk with a focus on Data Management using SAS ...,Cognizant Hiring For SAS Developer @ Sydney Location,,"sas enterprise guide, data integration, credit risk management, base sas...",Australia,970,13.774999999999999
4-6 yrs,,People Advisor SAN,,"SAN, HR Coordinator, Senior Analyst, HR, Representative, Supervision...",Hyderabad,190,12.285
5-10 yrs,,P.T. HCL Technologies Indonesia - Business Analyst - Insurance Domain,,Business Analyst,Indonesia,1809,15.925000000000002
0-2 yrs,,Financial Analyst,,"financial planning, budgeting, financial analysis, financial reporting...",Bengaluru,192,7.820000000000004
3-5 yrs,At least 3 years of work experience;The willingness to relocate to ...,Tracxn - Product Manager - B2B - SaaS Product (3-5 Years),,"Product Management, IT Product Management, IT Product Development...",Bengaluru,4474,8.845000000000002
6-11 yrs,"Behavioural: Detail oriented, self -starter, Good communication (written & verbal), advanced problem ...",Assistant Manager Accounts Payable,,"accounting, creditors reconciliation, accounts payable, mis preparation...",Mumbai,3850,27.039999999999992
8-12 yrs,"Candidates must have a passion for technology and a flexible, creative approach to problem solving and ...",Magento Tech Lead,,"magento, php, requirement analysis, third party, problem solving...","Bengaluru, Kochi",1034,18.354999999999993
7-12 yrs,,Senior Business Analyst- Mumbai (telecom),,"Strategy, Business Analysis, Senior Management",Mumbai,1904,27.1
7-10 yrs,"- 7+ years of experience in digital, advanced analytics;- Experience using popular analytics and ...",Director - Analytics - Machine Learning - KPO - Iit/iim/xlri/mdi,Analytics,"Analytics, Machine Learning, TensorFlow, Pytorch, python libraries...","Gurgaon, Gurugram",1988,17.104999999999997
1-6 yrs,"Responsible for overall GST related activities including; Return Filling, GST SAP Data Mapping ...","Assistant Manager,",,"data mapping, power point presentation, data analysis, MIS Reporting...",Ahmedabad(Prahlad Nagar),1889,12.354999999999999
3-7 yrs,,Financial Analyst for a Real Estate Company in Mumbai,,"financial reporting, forecasting, cost analysis, data mining...","Mumbai, Mumbai Suburbs",1904,12.115
7-12 yrs,Ability to work in the afternoon shift on an ongoing basis with willingness to work beyond regular hours ...,Service Delivery Manager,,"Operations, Managed Services, Operational Excellence, Project Delivery",Hyderabad,1022,17.039999999999992
10-18 yrs,,VP Sales Ã¢â‚¬â€œ IOT/ Big Data/ Analytics,Analytics,"Big Data Analytics, IOT, sales, Big data, Analytics",Delhi,1427,30.455
5-10 yrs,"Experience monitoring, troubleshooting and tuning services and applications and operational expertise ...",Hadoop Administrator,,"Hive, Hadoop, Sqoop, Flume, Oozie, HBase, Spark, Cloudera, YARN, Big Data",Bengaluru,4541,18.814999999999998
0-1 yrs,,Immediate Requirement for  Sales & Service Engineer - Bhopal,,"instrumentation, product demonstrator, analytical instruments...",Bhopal,1336,7.720000000000002
4-6 yrs,"Experience in developing integrated solutions involving process, data, and technology;6 years business ...",Solution Analyst (osc) - OSI PI / RT Duet,,"Project Management, Technical Architecture, SCOPE, Plant Maintenance...",Bengaluru,864,6.505000000000004
1-3 yrs,Prioritise problem areas and then craft intervention strategies either using multi-wave multi-channel ...,Business Analyst-  Advance Analytics,Analytics,"data science, machine learning, data mining, advanced analytics, algorithms",Mumbai(Marol),2311,12.01
4-6 yrs,"To provide the required MIS, Reports and information at discussed frequency;Onboarding of new joinees as ...",JMC Project Looking Forteam Member Internal Audit with Civil Engineeri,,"internal audit, Civil Engineering, Quantity Surveying",Mumbai,2281,12.895
7-12 yrs,Competent in understanding customer requirement and suggesting analytical solutions/approach;Hands on ...,Hiring for Analytics SME from Bangalore to Kolkata Location,Analytics,"analytics, statistical modeling, regression, variable reduction...","Bengaluru, Kolkata",7,25.104999999999997
1-5 yrs,,Healthcare Payer Operations,,"Agile, Business analysis, Healthcare, EDI, Business process, Outsourcing...",Hyderabad,190,5.26
1-3 yrs,"Should be able to create job postings that are articulate, professional and attention-grabbing to ...",Urgent Vacancy For Corporate Recruiter In Bangalore,,"recruitment, screening, interviewing, hiring, hr, Recruiter, IT Recruitment...",Bengaluru,7,4.394999999999996
9-12 yrs,"Experience with modern software development practices (test-driven development, Agile continuous ...",Big Data BI Reporting (tableau/ Qlikview) @ Pune,,"big data, business intelligence reporting, qlikview, tableau, SyBase...",Pune,911,26.235
4-8 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Six Sigma and Analytics,Analytics,"Analytics, Six sigma, Outsourcing, Process improvement, Process design...",Gurgaon,191,9.875
12-18 yrs,,Head of Technology - Industrial IOT Leader,,"data science, industrial iot, smart factory, iot, Process Optimization...",Mumbai,2481,27.455
15-24 yrs,Note - Notice period should be 1 month or less;We are ISO Certified 9001:2008 Company;2) Any Overseas ...,Technical Director Opening in Navi Mumbai-mahape,,"Technical Director, technical vp, technical vice president...",Navi Mumbai,781,28.275000000000006
10-12 yrs,- Experience in defining and executing professional software engineering best practices for the full ...,VP - Engineering - Product Startup - Iit/nit,,"product development, Object - Oriented Design, data structures...",Bengaluru,4055,18.144999999999996
3-5 yrs,"Design and execute the digital strategy for the Ecommerce brand to help meet business, brand & ...",Manager Digital Marketing,,"manager digital marketing, digital marketing, seo, sem, website traffic...",Kolkata,4436,6.525000000000008
8-10 yrs,"- Minimum requirements:Bachelor or Masters with 5+ years /PHD with 3+ years of subject matter experience, ...",HR Analyst - Organisational Psychologist - Healthcare/pharma,,"statistical analysis, excel powerpoint, leadership training, data analysis,...",Hyderabad,4197,19.739999999999995
6-10 yrs,- You have built large-scale data pipelines which process millions of events per day and has experience ...,Lead Big Data Engineer - Java/aws/etl,,"Java, Big Data, Data Science, Open Source, debugging, coding, testing...",Bengaluru,4051,14.66
9-14 yrs,- Experience handling gigabyte and terabyte size datasets;- Experience working with retail or e-commerce ...,Manager - Machine Learning/r/matlab,,"R, Python, Machine Learning, Java, C++, Data Mining, MATLAB...",Bengaluru,749,19.65999999999999
2-5 yrs,"Job Title: Data Analyst Location: Gurugram, India  What you will be doing: ...","Data Analyst,",,"Sales Analysis, Marketing Analysis, Salesforce, Excel, Data Analysis...",Gurgaon(Udyog Vihar),3938,8.920000000000002
5-9 yrs,Experience with software development life cycle and Agile methodology associated deliverables;The ...,Informatica Business Analysts,,"SQL Queries, ETL, Oracle, Data Warehousing, Informatica, Pentaho...",Bengaluru,2361,16.81
3-5 yrs,"Manage end to end analytics projects including business requirement analysis, define scope, solution ...","Python Developer-big Data Analytics, Taazaa Inc., Sector 63, Noida",Analytics,"Python Developer, Big Data, Analytics, Hadoop, SQL, Excel, R, JSON, SPSS...","Delhi, Noida",4295,10.959999999999999
0-2 yrs,,MIS Executive,,"MIS REPORTS, MIS Executive, MIS Analyst, MIS Coordinator, Manager MIS...","Delhi NCR, Gurgaon, Noida",746,5.920000000000001
5-10 yrs,"The candidate must be able to answer tough questions on these languages;- Very pro-active, delivery ...",java Developer - Multithreading - Investment Banking Domain,,"Design Patterns, Multithreading, SQL, Core Java, Agile, Database, SyBase...",Bengaluru,2972,17.369999999999997
10-13 yrs,"Candidates should have had hands-on experience on commercials launches, using marketing channels to ...",General Manager Sales & Marketing,,"Marketing Strategy, Sales Strategy, Consumer Insights, Brand Management...","Delhi NCR, Gurgaon",3319,25.785000000000004
10-15 yrs,,IT Global Service Desk Lead,,"Technical Support, Remote Support, IT Service Desk, Printer Support...",Bengaluru,2713,25.449999999999992
8-10 yrs,,Assistant Manager -  Content & Knowledge Management,,"team management, knowledge management, process improvement...","Bengaluru, Gurgaon",2718,18.50499999999999
4-8 yrs,  Key Responsibility Area-   1.Site visit for feasibility study & analysis for New ...,Solar Engineer ( Maintenance Incharge -Sr. Engineer ),,"Preventive Maintenance, Electricals, Maintenance Engineering, Power Plant...",Gurgaon,3809,10.619999999999997
5-8 yrs,  The role envisages working with the 7th largest accounting firm in the US on M&A Financial ...,Manager - Financial Due Diligence (transaction Advisory Services),,"due diligence, Transaction Advisory Services, Financial Analysis, Financial...",Mumbai,4155,14.950000000000001
4-9 yrs,"In addition, this person must closely monitor enhancements across other related systems and effectively ...",We have Opening for Business Analyst - IT at Santacruz Location,,"Business Analysis, Real Estate","Mumbai, Mumbai Suburbs, Navi Mumbai",3757,19.609999999999992
5-10 yrs,- Proven working experience as a data analyst or business data analyst;- Knowledge of statistics and ...,SAS Model Developer - Analytics Consulting Firm,Analytics,"Excel, SQL, Data Analysis, Segmentation, SAS, Data Mining, SPSS...","Gurgaon, Noida",2906,15.64
15-20 yrs,"o	Experience in writing proposals, coming up with solutions to address customers business needs, ...",Big Data Architect - Data and Analytics,Analytics,"Hadoop, Java, Data Science, Cloudera, Spark, Hive, Impala, Presales...","Delhi NCR, Noida",2058,32.23
4-6 yrs,,BI  Engineer /US Based MNC / Noida,,"SSIS, T - SQL, SQL Server, Integration Services, Bi, Database, Power Bi...",Delhi NCR,335,7.215000000000003
4-8 yrs,Experience of integrating SalesForce with at least one third party application;Experience in web ...,Salesforce Integration Lead - Apex,,"SOAP, Rest, Java, Triggers, Web Services, Salesforce, SQL...",Bengaluru,2478,13.615
0-3 yrs,"Professional oral and written communication skills with good command over English language, Excellent IQ ...","Apeiro Technologies Hiring ""immigartion Consultant"" for Hyd Location.",,"Immigration, Visa Processing, Continuous Improvement, Process Quality...",Hyderabad(Kompally),403,6.4700000000000015
1-6 yrs,Prior teaching experience will be preferred. ...,"Jee/neet Faculty-askiitians.com( Uae,oman,bahrain,kuwait,hyderabad )",,"coaching, offline teaching, offline lecturer, offline faculty...","Hyderabad, Dubai/ UAE",4477,11.29
8-10 yrs,8+ years of total IT experience developing scalable & high availability applications of which 2 ...,AM- Big Data Consultant,Analytics,"Java, Hive, Spark, NoSQL, Flume, Solr, Oozie, Software Development, Python,...",Gurgaon,181,13.3
2-4 yrs,Minimum 2-4 years of experience in insurance sector;Analyst / Verifier in call center General insurance ...,Quality Analyst - Preferably from Insurance Background,,"Feedback, Training, Staff Retention, Coaching, Quality Analysis...",Noida,1717,8.87
6-9 yrs,"At least 6 - 9 years of experience in ABAP with the modules SD , MM , HCM ,  FI ,  CO , PS ,  Perform ...",Sapabap,,"ABAP, Workflow, Ale, Test scripts, Dialog programming, Technical analysis...",Pune,1596,15.14
2-7 yrs,"- Thorough understanding and experience of different training product types like apps simulations, ILT, ...",Analyst/ Consultant - Instructional Design,,"ILT, Captivate, Flash, HTML, Instructional Design, Lectora, Web Development...","Delhi NCR, Mumbai, Bengaluru",3931,10.304999999999996
10-13 yrs,"May have involvement in regional projects, but as a team member rather than project leader;Profound ...",Manager Consulting - Functional Architect ( HRM),,"Oracle, SAP, ERP, Business analysis, Payroll, RFP, Enterprise architecture,...",Mumbai,765,23.869999999999997
4-8 yrs,Experience of independently managing end to end delivery of complex projects. ;Proficient understanding ...,Credit Suisse - Hiring Business Analyst (regulatory Reporting),,"Basel, Market Risk, Business Analysis, Credit Risk, FRM, Data Analysis, SQL...",Pune,1050,11.655
8-12 yrs,- Relevant professional experience in Business Intelligence/Data Analytics/Modelling in a consumer ...,Senior Manager - Retail Analytics - Retail/fmcg/cpg Domain,Analytics,"sas sql, retail analytics, cpg, data analytics, business generation...",Anywherein India,1969,15.330000000000004
7-12 yrs,,"Work & Settle | Software Engineer & Design Engg. in Canada, Australia",,"software, engineer, developer, Application Designing, design, tester...","Australia, Canada, Dubai/ UAE, Hong Kong, New Zealand, Singapore",4780,18.579999999999995
6-8 yrs,"Masters Degree with 6+ years, MBA a strong plus or equivalent business experience;Bachelors with 8 ...",Sr. Advisor Product Manager,,"sales, product management, product portfolio, competitive analysis...",Bengaluru,1173,12.995
2-7 yrs,Experience in loan servicing and management lifecycle  from disbursement till loan closure will be ...,Business Analyst,,"Agile, Scrum, Business Analysis, SDLC, Lending, Business Analyst...",Delhi NCR,3999,15.570000000000002
6-8 yrs,- 6-8 years of experience in network data analytics and reporting on Telecom domain projects;- Familiar ...,Network Data Engineer - Telecom Domain,analytics,"SQL, Wireless, Unix, Network Operations, Telecom, Data Quality, MS Project,...",Mumbai,3595,10.494999999999997
4-7 yrs,"-   The candidate would be responsible from the requirement gathering, to development, enhancement and ...",Business Analyst/ Oracle Finance / Automobile/pune,,"Accounting, Requirement Gathering, Finance, AR, R12, GL, Ap...",Pune,4181,12.435
3-8 yrs, Should have strong experience in digital marketing functions;Should have strong convincing skills ...,Digital Marketing Trainer,,"digital transformation, digital media, digital marketing analyst...",Bengaluru,3312,17.104999999999997
4-8 yrs,,"Urgent Requirement for Business Analyst, Insurance",,"business analysis, business planning, functional decomposition...",Mumbai,4298,15.06
2-5 yrs,,Associate,analytics,"SAP, consulting, strategy, compliance, analytics, cloud solutions",Delhi NCR,3322,8.135000000000005
5-8 yrs,"8) Managing analysis, technology required, campaign management, and creative approval to drive multiple ...",CRM Manager,Analytics,"Digital Marketing, Web Analytics, Campaign Management, Marketing Campaigns,...",Gurgaon,2668,12.28
5-10 yrs,"Good understanding of Development control regulations, development cycle of assets and land title ...",Sr. Manager ( Stressed Assets ),,"Accounting, Project Finance, Sales, Business Development...",Mumbai,2222,18.42499999999999
9-12 yrs,,Manager Opening for Fp&a.,,"budgeting, forecasting, management reporting, financial planning, financial...",Delhi NCR,3446,31.249999999999986
4-7 yrs,,Analytics Team Lead,Analytics,"Data Analysis, Strategy Development, Team Leading, Google AdWords, Facebook...",Kochi,3067,9.969999999999999
8-12 yrs,Must be able to guide team members in analysis;Should be able to deliver results back to the Client ...,Senior Manager/ Manager - Analytics - KPO - IIT/ NIT/ BITS,Analytics,"project management, client relationship, regression modeling...",Gurgaon,1969,26.959999999999997
7-12 yrs,- Be required to build rapport with colleagues to help establish best practice processes and techniques ...,Vice President/avp - Chief Controls Office - Front Office Controls,,"front office management, enterprise risk management, risk assessment...","Pune, Maharashtra",1333,19.84499999999999
6-11 yrs,"Should have ability to work with Top Management, Customers and functional teams across geographies ...",Head Marketing,,"digital marketing, brand strategy, market research, marketing management...",Mumbai,4244,23.689999999999998
2-7 yrs,Preferably over 2-4 years;Job Specification : Graduate/ Post Graduate from a reputed institute;Co ...,Wak-in !! International Marketing-executive / AM,Analytics,"Report Generation, Business Analytics, Data Collection...",Mumbai,2912,10.595
2-5 yrs,"A Graduate/Post Graduate with 2 - 4 years working experience in client servicing, operations, account ...",Manager - Brand Communication & Client Services - Loyalty Campaign,,"marketing, sales analysis, branding, client relationship, loyalty programs,...",Bengaluru,2761,7.860000000000004
10-15 yrs,Strong and self-confident communicator comfortable speaking with Director level and C-Level contacts and ...,Bdm-aws Specialist,,"Sales Forecasting, AWS, Operating Systems, Web Technologies...",Mumbai,3225,28.980000000000004
5-10 yrs,,SAP SD Sales Order Management,,"Order management, Risk management, Business process, Outsourcing...",Bengaluru,191,17.554999999999996
3-8 yrs, At least 2-3 years of ...,SAP Technology Consultant,,"Hybris, HYBRIsANDMarketing, MARKETINGANDABAP, abap, JAvascript...","Pune, Bengaluru",861,8.89
1-4 yrs,,Process Associate - French,,"accounting, profit, loss, accounts payable, smart worker, french language...","Delhi NCR, Delhi",1905,9.44
3-8 yrs,"* Should be able to research and create content for product          description documents, brochures, ...",Job Opening for Content Writer,,"content marketing, articles, marketing collaterals, marketing campaigns...",Mumbai,1158,13.58
0-3 yrs,,SEO Executive,Analytics,"SEO, Keyword Research, Google Analytics, Site Analysis, Competitor Analysis...",Noida(Sector-7 Noida),3554,8.96
5-7 yrs,"In lieu of an MBA, 7-8 years of relevant work experience may substitute;Graduates with a bachelors/master ...",Business Operations Consultant - RPA,,"strategy, business operations, operational excellence, value stream mapping...",Pune,4904,11.815
9-14 yrs,Develop a strong ecommerce strategy to drive revenue is the key function  Develop a ...,Head - E Commerce B2B/ B2C,,"online marketing, e commerce manager, digital marketing, digital strategy...",Chennai,3360,30.029999999999998
6-8 yrs,"- Conceptualize tests, collect and analyze data, identify trends and insights in order to achieve ...",Head/senior Manager - Search Engine Marketing - Iim/isb/m,Analytics,"Search Engine Marketing, SEM, PPC, Google Analytics, Webtrends, Omniture...","Gurgaon, Gurugram",2665,12.555
4-9 yrs,,Analytics - Modeling & Visualization Mumbai Location,Analytics,"Modeling, Visualization, Analytics, Predictive Analytics...",Mumbai,1863,14.355
3-5 yrs,Verify algorithms by simulation and user tests Develop NLP or other text analytic components Research ...,Software Developer,analytic,"Python, Data analysis, Simulation, Machine learning, neo4j, deep learning...",Trivandrum,4541,6.295000000000008
2-5 yrs,They should also have hands-on experience of using many software/tools such as :;- Build the ...,Data Engineer - Management Consulting Firm - Nit/iit/bits,,"C++, Data Structures, Java, Python, SCALA, SQL, Spark, Cassandra, NoSQL...",Mumbai,1969,12.629999999999999
5-8 yrs,"Experience with website optimization tools;Prior experience in content marketing, content growth and ...",Senior SEO Specialist,,"SEO, Link Building, Keyword Research, Search Engine Optimization...",Chennai,1594,11.9
1-3 yrs,,Lead Generation Specialist @ Andheri,,"lead generation, Inside Sales, US Sales, International BPO, Outbound Sales,...",Mumbai,2557,9.340000000000003
1-3 yrs,One year of broad business experience plus some experience in an analytical field with a history of ...,Mega Walk-in at NTT Data Noida!! Backend Data Analysis Role ,,"Data Analysis, Data Management, MS Office, Operations, Data Processing...","Delhi NCR, Noida",2901,9.995000000000001
5-10 yrs,,Senior SEO Manager(email Himanshu@geekassured.com),,"seo, search engine optimization, sem, ppc",Gurgaon(Udyog Vihar),1691,13.605
2-6 yrs,"Good experience and exposure to data modeling, querying and optimization in handling big table data ...",Ecoaxis(ate Enterprises) _php_developer,,"SQL, Web Application, Web Technologies, Web Development, PHP, Zend, Laravel...",Bengaluru,3289,11.215
0-1 yrs,"Responsibility:-  SEO Tool: - Webmaster Tool, Title and Description Optimization Tool, XML ...",Urgent Opening for SEO Executive ( 0 - 1 Year),,"seo analysis, on - page optimization, directory submission...",Mumbai(Masjid Bunder West),2667,11.0
3-6 yrs,"SAS is Mandatory  - Use sophisticated statistical techniques to develop scorecards, customer ...",Senior Business Analyst/assistant Manager - SAS - Retail & Banking Dom,,"SAS, Banking, customer segmentation, score development, predictive models...","Bengaluru, Gurgaon, Gurugram",1969,13.24
4-6 yrs,"Proficiency in open data science tool kits, like R, Python is a must;Individuals in this field should be ...",Senior Consultant - Data Science,,"consultant - data science, data science, big data ecosystem, Hadoop, Pig...",Bengaluru,313,9.86
1-3 yrs,"Shift Night Shift 10.30 pm 6.30 am (Centralized pick up and home drop facility;1 - 3 years experience, ...",Walk-in | KYC Analyst | Night Shift,,"Cdd, KYC, KYC Analyst, KYC Executive, Kyc Specialist, Due Diligence...",Mumbai,4779,4.295
3-8 yrs,- Must be capable of connecting with businesses and enable customer in consuming actionable insights ...,Data Scientist - R/python & Spark - Consulting Firm,analytics,"deep learning, r, machine learning, python, spark, advanced analytics, data...",Pune,2809,12.04
4-9 yrs,"5+ years of experience in campaign management, analysis, waterfall reports, agile reports;Good hands-on ...",Manager - Campaign Analyst - (3-8 Years),,"CSS, HTML, Marketing Campaigns, Eloqua, Marketo, Unica Campaign, SQL...","Pune, Kolkata",1054,15.715000000000002
3-8 yrs,"- 5 years application support experience;Minimum Qualifications :;- Bachelors degree in Computer Science, ...",Systems Analyst - Jira/confluence - Contract,,"SQL Server, Oracle, Sharepoint, Software Development Life Cycle...","Bengaluru, Mumbai, Delhi, United States (U.S), California",16,9.815000000000001
4-8 yrs,"Bachelors degree with 3 to 6 years of experience in Artificial Intelligence, Data Science, Machine ...",Data Scientist - Text Analytics and Structure Data,Analytics,"machine learning, deep learning, natural language processing, nlp, python...",Bengaluru,1058,12.709999999999999
0-5 yrs,,Data Entry/home Base Job/ Online Work/part Time Work/freelancer work,,"part time, freelancing, data entry, present job, work from home...","jaunpur, azamgarh, pratapgarh, pilibhit, sambhal, chandauli, shamli, bulandshahr, farrukhabad",1153,4.135000000000007
10-12 yrs,Experience with Sharepoint 2010 development projects and use case documentation preferred;Proficient in ...,Business Analyst - Sharepoint,,"Data Modeling, Business Analysis, Business Process, Data Conversion...",Pune,3319,26.150000000000002
5-7 yrs,- Experience with test-driven development;- Proven hands-on Software Development experience;- Proven ...,Java Developer - Spring/hibernate,,"Spring, Hibernate, Java, Continuous Improvement, Software Development...",Mumbai,4299,10.659999999999997
8-13 yrs,,Digital Marketing Head,,"Digital Marketing, SEO Analysis, Affiliate Marketing...",Mumbai,1002,25.330000000000002
18-22 yrs,- Review & recommend any enhancement required to strengthen pay bands and design structure across ...,Deputy General Manager - Total Rewards,Analytics,"Hr Reporting, Advanced Excel, General Management, Analytics, Data Analysis,...",Gurgaon,4433,27.254999999999995
0-4 yrs,,Digital Marketing Executive,,"Digital Marketing, SEO, Google AdWords, Social Media Marketing...",Kolkata,2384,12.1
5-7 yrs,"Introduce and follow good development practices, innovative frameworks, and technology solutions that ...",Big Data Architect,,"Hadoop, Cloudera, Spark, NoSQL, Cassandra, SQL, Neo4J, HBase, Solr, R...",Bengaluru,4866,8.255000000000003
5-10 yrs,"Bachelors degree in computer science, system analysis or a related study, or equivalent experience is ...",Opentext Lead Developer - Java/j2ee/spring,,"OpenText , Java , J2EE , Spring , JDBC , Open Source , Javascript , AJAX ...",Hyderabad,4272,12.825
0-5 yrs,Graduates / Specialists with very good verbal and written communication skills ;Must have previous ...,Hiring For Technical Support || Gurgaon,,"IT Support, Technical Support, Remote Support, technical specialist...",Gurgaon(Udyog Vihar),2721,14.549999999999999
5-8 yrs,Should have some prior experience in petty cash accounting of a medium;Should have strong follow up ...,Senior Finance Executive,,"Accounting, Finance, Oracle Financials, Petty Cash, Online Media...",Bengaluru,4893,13.37
3-8 yrs,"o Experience with Adobe Target not required, but consider a huge plus;o Experience with Portal or ...",Cognizant Hiring for AEM Expert,Analytics,"Adobe Analytics, Google Analytics, Web Services, Web Technologies","Bengaluru, Hyderabad, Pune, Chennai, Gurgaon",970,10.294999999999998
3-5 yrs,  Job Description   Manage various activities in terms of weekly/monthly/quarterly ...,Service Reporting Analyst,,"Process Documentation, Data Collection, Monthly Reports...",Mumbai,837,6.835000000000003
6-8 yrs,"6 - 8 years of hands on Automotive Industry experience in software development, and implementation/develo ...",Deputy Manager/ Manager - Software Quality,,"instrumentation engineering, international process, process definition...",Pune,4663,11.255
4-6 yrs,,Job Opening || General Ledger Analyst || Noida,,"International BPO, KPO, Bank Accounting, Finance, Fixed Assets, Cash Book...",Noida,730,12.209999999999999
6-10 yrs,"Work with Mobility architect, Product Leads, User Experience Leads, and other supporting team members to ...",Android Senior Developer,,"Product Quality, Application Architecture, Problem Solving, User Experience...",Dubai/ UAE,3524,22.209999999999994
8-10 yrs,Certification and experience in Enterprise Architecture;Experience across multiple platforms like ...,Looking for Freelance Consultants for one of our Leading Client,,"Java, Bpm, Cloud, Enterprise Architecture, Open Source",Bengaluru,1765,13.23
2-6 yrs,Must be able to guide team members in the analysis;Should be able to deliver results back to the Client ...,Consultant - Google Analytics - KPO - IIT/ Iims/ ISI/ JNU/ DSE,Analytics,"project management, google analytics, sas, r, alteryx, tableau, analytics...",Bengaluru,1969,12.489999999999998
1-3 yrs,Experience	The candidate needs to have a minimum of 3 years of relevant experience in credit analysis ...,Junior Credit Analyst,,"credit analysis, credit appraisal",Mumbai,4365,8.150000000000006
2-5 yrs,2-4 years relevant experience in Supply Chain/Supply chain analytics;Hands-on supply chain analytics ...,"Consultant,supply Chain Analytics",Analytics,"R, SQL, Big Data Analytics, Logistics, Predictive Analytics...","Bengaluru, Mumbai, Mumbai Suburbs, Navi Mumbai",1473,11.97
4-8 yrs,"4.	Analyse medium, long term capital requirement for growth \ expansion or sustainability;NOTE: ONLY ...",Manager - Corporate Strategy (mumbai),,"finance, investment banking, corporate strategy, credit assessment...",Mumbai,4365,12.65
2-5 yrs, Responsibilities:   - Execute Analytics projects which could include:   Sales ...,Senior Business Analyst - Analytics,Analytics,"Business Analysis, Sales Analytics, Marketing Analytics, Campaign Analytics...",Bengaluru,769,8.505000000000003
8-12 yrs,Experience in Batch Net jobs and autosys jobs;Good functional Knowledge on LoanIQ (Finastra) product and ...,Job Opportunity of Loan IO Support role - Hyderabad,,"SQL Queries, Production Support, Application Support, Problem Management...",Hyderabad,1019,14.294999999999998
7-12 yrs,- Experience in Credit card/ banking domain with knowledge across customer lifecycle is must;- Candidate ...,Associate Vice President - Credit Risk - KPO - IIT / NIT / BITS,analytics,"Credit Risk, Credit, banking, portfolio risk reporting, analytics...","Delhi NCR, Bengaluru, Gurgaon",1988,20.119999999999994
2-3 yrs,,Matlab Expert - Quant Analyst for Listed firm,,"MATLAB, Matlab Programmer, matlab developer","Mumbai, Mumbai Suburbs",4300,7.865000000000005
1-4 yrs,"Good understanding of financial/ accounting controls;Good knowledge on accounting standards, direct and ...",Manager - Global Internal Audit,,"Management Audit, Internal Audit, Auditing, Operations Management...",Gurgaon,4138,5.680000000000009
9-14 yrs,The ideal candidate will have successful experience in leading deep senior level technical architecture ...,Technical Architect,,"azure, MVC, Artificial Intelligence",Mumbai Suburbs,482,26.699999999999996
5-8 yrs, Experience : 5 -6 years of relevant industry experience;(Desired-3 years of domain experience ...,Manager - Underwriting (medical) Opening in Mumbai,,"Medical, Presentation Skills, Query Resolution, Analytical Skills...",Mumbai,2848,12.23
1-6 yrs,"Led by innovation and backed by experience, the company introduced a pioneering service in 2012 called ...",Business Controller,,"Accounting, Finance, Range Planning, New Product Development, Design...",Noida(Sector-142 Noida),2116,12.95
6-8 yrs,,Immediate Opening for Syteline Developer ( 6-8 Years),,"SQL Server, SSRS, SSIS, .Net, VB, Interpersonal Skills, Analytical Skills...",Bengaluru,767,9.495
6-11 yrs,,AM - Sales & Marketing -auto Parts,,"sales management, marketing, competitor analysis, customer relationship...",Manesar,1386,25.94
10-15 yrs,- Develop a reliable cash flow projection process and reporting mechanism that includes minimum cash ...,Chief Financial Officer - Internet/online,,"Finance, Financial Reporting, Financial Analysis, Forecasting...",Delhi NCR,2320,28.65000000000001
4-8 yrs,,ETL Developer- Talend for Gurgaon,,"SQL, Data Warehousing, ETL, Edw, Talend, Teradata, Communication Skills",Gurgaon,1300,10.044999999999998
0-3 yrs,  Interacting with Innovators and Technologists to Understand their Innovations ...,Patent Professional (m.tech Freshers - Top Institutes in Ee/ec/cs/it),,"patents, patent analysis, patent drafting, patent research, patent search...",Bengaluru(Sector 1 HSR Layout+7),2051,7.890000000000003
